,study_hours,attendance,sleep_hours,internet_usage,assignments_completed,previous_score,exam_score,placement_status
5093,11,92,7,6,8,63,100.0,Placed
5094,4,43,8,7,8,81,84.19,Placed
5095,10,93,6,6,10,62,100.0,Placed
5096,4,73,4,5,18,62,90.02,Placed
5097,10,67,7,4,5,39,74.37,Placed
5098,1,89,4,5,6,54,72.32,Placed
5099,9,41,6,9,14,71,98.07,Placed
5100,4,96,5,5,19,73,100.0,Placed
5101,7,86,5,10,5,44,72.25,Placed
5102,3,69,9,8,8,66,82.55,Placed
5103,10,65,5,7,14,63,100.0,Placed
5104,3,90,7,4,5,36,67.92,Not Placed
5105,8,86,5,10,6,35,85.74,Placed
5106,8,65,7,5,16,54,100.0,Placed
5107,11,59,7,7,5,89,100.0,Placed
5108,1,81,4,6,8,35,60.6,Not Placed
5109,10,67,5,3,2,38,81.69,Placed
5110,2,95,8,10,13,49,88.02,Placed
5111,8,59,5,3,5,81,92.16,Placed
5112,1,50,5,2,3,64,58.2,Not Placed
5113,8,97,5,3,15,40,100.0,Placed
5114,8,49,9,11,15,72,94.13,Placed
5115,2,100,8,10,8,35,75.15,Placed
5116,4,62,8,1,3,41,87.3,Placed
5117,6,76,7,9,7,39,80.84,Placed
5118,11,80,8,2,7,88,100.0,Placed
5119,9,91,7,3,5,83,100.0,Placed
5120,8,58,4,5,7,41,86.61,Placed
5121,8,84,7,10,5,70,96.1,Placed
5122,7,57,5,4,13,37,75.19,Placed
5123,9,88,6,5,13,46,99.79,Placed
5124,2,66,6,6,17,93,91.66,Placed
5125,3,45,9,5,12,95,80.78,Placed
5126,10,49,5,10,14,49,100.0,Placed
5127,8,41,7,1,2,54,72.36,Placed
5128,6,63,5,6,5,75,82.7,Placed
5129,10,77,9,9,19,55,100.0,Placed
5130,9,67,8,3,16,66,100.0,Placed
5131,10,67,7,2,19,46,100.0,Placed
5132,4,92,5,6,15,71,84.21,Placed
5133,8,84,8,3,5,74,100.0,Placed
5134,10,89,9,4,7,81,100.0,Placed
5135,3,78,8,6,12,41,74.62,Placed
5136,3,41,7,6,12,85,100.0,Placed
5137,8,100,9,2,19,79,100.0,Placed
5138,5,85,9,3,16,65,100.0,Placed
5139,3,44,9,9,20,35,79.54,Placed
5140,10,89,4,2,2,94,100.0,Placed
5141,11,50,9,3,12,45,100.0,Placed
5142,1,49,4,9,6,79,71.31,Placed
5143,3,82,8,4,19,68,100.0,Placed
5144,9,98,4,1,4,53,99.94,Placed
5145,5,41,8,11,10,45,80.22,Placed
5146,10,54,4,2,17,67,100.0,Placed
5147,2,78,8,3,3,67,73.21,Placed
5148,7,80,8,9,19,42,100.0,Placed
5149,2,76,9,9,6,79,74.24,Placed
5150,4,46,9,11,3,42,76.33,Placed
5151,7,59,8,6,9,68,100.0,Placed
5152,4,73,9,11,0,74,72.61,Placed
5153,7,74,8,6,16,61,100.0,Placed
5154,7,73,9,3,4,63,100.0,Placed
5155,1,92,6,5,16,48,67.79,Not Placed
5156,6,61,4,11,2,68,59.73,Not Placed
5157,9,70,8,4,8,79,100.0,Placed
5158,2,62,5,10,2,93,60.59,Not Placed
5159,3,58,9,10,2,71,64.7,Not Placed
5160,10,43,9,9,8,35,92.89,Placed
5161,5,63,7,9,4,43,84.7,Placed
5162,9,59,5,1,9,86,100.0,Placed
5163,4,78,5,8,14,44,76.86,Placed
5164,1,67,6,9,11,64,77.46,Placed
5165,4,93,4,5,5,77,84.69,Placed
5166,6,78,6,4,6,52,65.75,Not Placed
5167,5,56,4,10,6,51,74.17,Placed
5168,1,58,8,4,3,40,41.24,Not Placed
5169,4,93,6,2,12,45,90.83,Placed
5170,6,87,7,9,14,58,89.52,Placed
5171,10,74,4,5,17,70,100.0,Placed
5172,10,71,6,11,17,67,100.0,Placed
5173,4,86,7,3,6,67,62.64,Not Placed
5174,9,85,5,6,9,88,100.0,Placed
5175,5,86,9,9,15,52,100.0,Placed
5176,8,85,8,9,7,39,92.47,Placed
5177,9,78,8,5,18,65,100.0,Placed
5178,10,96,5,8,10,50,100.0,Placed
5179,5,74,6,4,20,36,100.0,Placed
5180,6,69,9,5,5,43,98.68,Placed
5181,1,56,5,7,9,36,45.03,Not Placed
5182,11,81,7,7,18,71,100.0,Placed
5183,7,86,9,7,13,54,95.53,Placed
5184,4,68,4,8,19,93,100.0,Placed
5185,11,45,6,11,5,51,79.02,Placed
5186,2,99,9,5,3,92,83.91,Placed
5187,5,56,4,1,19,59,100.0,Placed
5188,3,56,5,11,14,53,79.16,Placed
5189,6,53,8,9,4,76,91.24,Placed
5190,8,63,9,9,15,42,86.85,Placed
5191,7,96,9,7,6,86,100.0,Placed
5192,3,89,4,6,1,45,73.62,Placed
5193,8,96,4,5,12,47,99.62,Placed
5194,2,76,8,5,1,47,64.05,Not Placed
5195,10,100,4,3,8,43,100.0,Placed
5196,9,79,4,10,19,39,97.1,Placed
5197,4,78,9,1,4,52,87.53,Placed
5198,1,94,8,6,2,74,82.49,Placed
5199,8,71,8,8,1,95,100.0,Placed
5200,7,75,9,2,13,86,100.0,Placed
5201,11,89,5,8,7,48,100.0,Placed
5202,5,76,5,8,19,68,93.85,Placed
5203,10,87,9,10,11,56,100.0,Placed
5204,5,53,4,8,16,82,86.78,Placed
5205,7,66,6,10,15,67,96.12,Placed
5206,5,98,5,3,5,58,87.3,Placed
5207,8,58,5,10,5,91,93.39,Placed
5208,11,70,9,8,17,89,100.0,Placed
5209,6,85,9,11,1,63,86.46,Placed
5210,5,48,6,4,7,47,75.35,Placed
5211,9,77,6,3,13,91,100.0,Placed
5212,11,56,8,11,1,84,100.0,Placed
5213,2,58,9,9,16,61,80.45,Placed
5214,1,83,5,8,15,35,51.42,Not Placed
5215,8,43,7,10,17,41,99.74,Placed
5216,3,87,7,2,20,38,80.38,Placed
5217,11,96,4,8,5,44,87.59,Placed
5218,7,50,5,11,16,74,100.0,Placed
5219,10,61,7,11,17,69,98.67,Placed
5220,11,43,5,3,13,89,100.0,Placed
5221,8,56,9,10,9,73,100.0,Placed
5222,6,47,5,6,3,93,83.32,Placed
5223,10,85,7,5,17,92,100.0,Placed
5224,9,98,5,8,10,91,100.0,Placed
5225,7,73,6,9,15,50,98.1,Placed
5226,10,50,4,11,3,61,79.92,Placed
5227,5,70,8,7,18,54,76.81,Placed
5228,8,50,7,6,5,44,91.97,Placed
5229,2,95,9,6,7,79,100.0,Placed
5230,7,93,8,1,17,67,100.0,Placed
5231,4,95,4,5,18,41,83.27,Placed
5232,9,77,6,8,17,76,100.0,Placed
5233,1,92,6,6,15,78,95.55,Placed
5234,7,60,6,1,6,80,100.0,Placed
5235,6,85,6,5,16,56,100.0,Placed
5236,8,69,7,11,2,77,92.75,Placed
5237,5,49,7,5,14,51,91.59,Placed
5238,1,65,5,3,3,43,77.24,Placed
5239,1,66,9,8,15,92,95.91,Placed
5240,9,47,5,9,13,74,100.0,Placed
5241,10,78,9,6,16,44,100.0,Placed
5242,6,47,4,6,8,70,64.58,Not Placed
5243,10,99,5,2,6,65,100.0,Placed
5244,5,47,4,10,13,65,74.8,Placed
5245,1,94,4,2,11,39,60.34,Not Placed
5246,6,73,4,6,16,90,96.8,Placed
5247,6,98,6,8,8,52,94.64,Placed
5248,3,55,8,2,11,40,68.82,Not Placed
5249,8,80,8,9,11,76,100.0,Placed
5250,1,52,7,9,7,84,56.4,Not Placed
5251,1,62,4,4,9,62,55.94,Not Placed
5252,6,51,6,4,11,77,90.05,Placed
5253,10,66,5,4,4,58,93.97,Placed
5254,1,61,5,11,19,39,65.53,Not Placed
5255,6,71,7,5,0,62,73.9,Placed
5256,1,96,7,8,8,92,68.16,Not Placed
5257,6,100,4,2,14,37,84.2,Placed
5258,3,88,4,11,1,52,50.37,Not Placed
5259,8,66,5,5,3,38,85.82,Placed
5260,6,41,5,2,3,74,76.99,Placed
5261,11,84,5,11,2,83,100.0,Placed
5262,1,72,5,11,15,76,89.31,Placed
5263,5,65,8,8,7,66,81.14,Placed
5264,8,67,4,1,6,66,94.2,Placed
5265,3,58,4,7,11,53,67.09,Not Placed
5266,6,82,5,3,11,63,97.33,Placed
5267,5,44,6,4,3,67,61.28,Not Placed
5268,6,72,5,8,14,36,86.4,Placed
5269,10,59,9,3,5,92,100.0,Placed
5270,1,69,7,7,2,45,43.02,Not Placed
5271,7,84,9,1,6,81,100.0,Placed
5272,9,47,6,9,20,89,98.32,Placed
5273,2,77,7,6,5,67,56.86,Not Placed
5274,10,100,6,3,0,75,100.0,Placed
5275,5,56,7,7,7,74,80.34,Placed
5276,10,83,5,5,0,35,96.2,Placed
5277,4,40,5,8,15,76,81.93,Placed
5278,6,42,6,8,2,51,64.6,Not Placed
5279,6,85,7,9,1,84,87.58,Placed
5280,11,65,8,6,5,50,89.7,Placed
5281,2,70,6,4,7,36,65.21,Not Placed
5282,2,47,6,2,6,88,69.2,Not Placed
5283,4,82,9,3,6,83,100.0,Placed
5284,1,98,4,5,20,38,72.25,Placed
5285,9,85,6,8,18,66,100.0,Placed
5286,7,47,8,10,17,41,92.35,Placed
5287,7,100,5,2,2,63,100.0,Placed
5288,3,74,7,5,10,95,100.0,Placed
5289,11,78,4,9,10,94,100.0,Placed
5290,3,67,7,2,2,43,79.27,Placed
5291,1,90,5,8,0,92,72.03,Placed
5292,3,43,6,3,9,69,51.29,Not Placed
5293,3,96,9,8,1,86,79.01,Placed
5294,4,55,8,4,16,87,100.0,Placed
5295,4,52,4,4,8,39,75.48,Placed
5296,3,59,8,7,17,84,92.06,Placed
5297,10,90,8,5,19,95,100.0,Placed
5298,8,44,8,4,8,55,69.9,Not Placed
5299,8,94,8,7,10,92,100.0,Placed
5300,1,76,5,3,16,51,92.0,Placed
5301,7,59,8,9,13,73,88.2,Placed
5302,11,63,9,5,17,48,100.0,Placed
5303,2,75,8,3,17,66,100.0,Placed
5304,1,73,5,2,11,49,82.55,Placed
5305,3,97,7,7,17,55,86.98,Placed
5306,4,84,5,7,7,88,86.18,Placed
5307,6,87,9,5,7,48,97.37,Placed
5308,10,93,9,4,7,75,100.0,Placed
5309,5,73,6,11,19,50,80.14,Placed
5310,4,58,5,2,14,85,92.59,Placed
5311,8,56,7,2,7,35,74.94,Placed
5312,11,44,6,7,13,74,100.0,Placed
5313,4,64,6,10,12,52,86.45,Placed
5314,10,57,4,7,7,68,91.36,Placed
5315,2,99,8,4,16,60,98.2,Placed
5316,3,94,6,4,18,95,96.37,Placed
5317,6,92,6,4,5,70,98.32,Placed
5318,8,89,9,11,16,55,100.0,Placed
5319,8,47,7,2,3,35,69.52,Not Placed
5320,11,66,6,9,6,61,93.91,Placed
5321,9,54,7,1,16,85,100.0,Placed
5322,7,84,8,8,17,45,100.0,Placed
5323,2,52,9,6,5,90,91.24,Placed
5324,8,55,4,10,9,72,90.71,Placed
5325,7,61,4,7,17,85,100.0,Placed
5326,8,59,8,5,6,48,75.42,Placed
5327,3,52,8,6,13,62,73.53,Placed
5328,7,59,9,6,13,89,100.0,Placed
5329,10,41,9,9,9,61,90.7,Placed
5330,9,74,5,10,8,56,96.24,Placed
5331,3,86,6,4,9,55,64.11,Not Placed
5332,10,94,6,11,1,90,91.61,Placed
5333,6,58,6,5,2,58,67.3,Not Placed
5334,2,84,7,4,15,53,70.37,Placed
5335,2,76,5,1,9,58,86.31,Placed
5336,5,97,6,10,10,60,99.49,Placed
5337,5,93,7,6,9,59,74.86,Placed
5338,7,45,7,5,11,79,100.0,Placed
5339,2,53,4,4,13,78,73.76,Placed
5340,11,43,7,6,8,63,100.0,Placed
5341,7,61,8,5,12,44,97.24,Placed
5342,5,90,9,3,5,85,82.29,Placed
5343,6,94,7,2,10,45,100.0,Placed
5344,8,78,8,6,0,58,92.61,Placed
5345,10,75,8,4,14,58,100.0,Placed
5346,4,73,4,11,6,46,41.56,Not Placed
5347,7,66,4,10,10,41,74.86,Placed
5348,6,46,7,3,16,74,100.0,Placed
5349,10,42,4,8,4,51,81.76,Placed
5350,2,86,4,9,8,69,79.14,Placed
5351,8,72,9,7,15,40,100.0,Placed
5352,10,41,6,2,10,46,75.81,Placed
5353,9,81,7,8,16,49,100.0,Placed
5354,5,55,7,11,5,66,66.39,Not Placed
5355,10,64,7,11,14,57,100.0,Placed
5356,4,99,4,5,2,41,82.64,Placed
5357,6,54,9,11,8,93,94.11,Placed
5358,8,63,4,10,11,72,88.7,Placed
5359,11,54,8,7,18,65,100.0,Placed
5360,3,70,5,5,17,63,74.38,Placed
5361,10,53,5,2,15,78,100.0,Placed
5362,11,93,5,4,7,62,100.0,Placed
5363,11,53,6,11,18,46,100.0,Placed
5364,1,45,4,5,4,61,46.82,Not Placed
5365,4,53,8,6,11,38,72.11,Placed
5366,4,56,8,5,5,55,79.22,Placed
5367,1,57,5,10,11,43,45.78,Not Placed
5368,9,59,9,11,14,83,100.0,Placed
5369,3,90,6,1,9,68,85.61,Placed
5370,5,56,6,1,16,71,100.0,Placed
5371,6,55,5,3,6,55,83.91,Placed
5372,8,79,5,9,6,94,100.0,Placed
5373,6,78,4,11,20,57,88.91,Placed
5374,3,91,9,2,10,58,100.0,Placed
5375,6,71,6,10,1,44,63.29,Not Placed
5376,1,99,8,5,20,72,97.43,Placed
5377,4,83,5,9,1,40,73.51,Placed
5378,6,48,4,7,13,55,58.38,Not Placed
5379,7,66,8,11,17,71,100.0,Placed
5380,11,85,6,8,15,63,100.0,Placed
5381,11,91,5,2,10,93,100.0,Placed
5382,10,72,9,5,8,74,100.0,Placed
5383,3,49,5,9,6,55,45.74,Not Placed
5384,9,56,9,1,3,56,100.0,Placed
5385,7,88,4,1,15,69,100.0,Placed
5386,1,88,4,10,13,80,76.67,Placed
5387,2,75,6,8,10,39,69.86,Not Placed
5388,1,56,9,2,7,49,50.43,Not Placed
5389,11,57,5,9,10,75,89.93,Placed
5390,9,91,4,10,19,81,100.0,Placed
5391,9,62,5,9,16,53,95.15,Placed
5392,7,73,6,4,18,50,94.18,Placed
5393,10,47,9,2,9,74,100.0,Placed
5394,3,52,5,3,11,81,81.67,Placed
5395,5,62,8,10,0,77,64.3,Not Placed
5396,4,96,5,1,1,57,79.49,Placed
5397,7,93,7,3,17,38,97.06,Placed
5398,9,59,7,5,6,55,99.89,Placed
5399,2,61,6,3,15,58,78.43,Placed
5400,8,86,6,3,12,76,100.0,Placed
5401,9,91,6,10,3,89,90.36,Placed
5402,10,62,8,6,9,60,98.99,Placed
5403,10,80,9,3,8,76,100.0,Placed
5404,9,74,8,3,17,36,99.99,Placed
5405,10,42,5,9,8,74,93.73,Placed
5406,7,73,4,2,9,42,66.02,Not Placed
5407,9,72,9,1,7,43,91.39,Placed
5408,9,85,7,10,10,36,83.56,Placed
5409,3,56,7,8,12,48,68.69,Not Placed
5410,4,84,7,3,12,54,100.0,Placed
5411,2,58,5,7,15,36,61.18,Not Placed
5412,10,69,5,2,12,38,98.26,Placed
5413,3,62,6,11,11,69,65.46,Not Placed
5414,11,54,4,11,14,89,100.0,Placed
5415,11,98,6,8,15,48,100.0,Placed
5416,5,96,5,9,7,55,82.26,Placed
5417,5,53,8,8,5,82,79.36,Placed
5418,6,41,6,8,7,49,84.83,Placed
5419,7,78,9,8,1,73,62.75,Not Placed
5420,7,88,5,7,17,84,100.0,Placed
5421,1,57,5,2,10,54,49.57,Not Placed
5422,2,45,8,8,16,40,69.23,Not Placed
5423,9,98,8,5,9,62,100.0,Placed
5424,10,71,8,6,1,87,88.54,Placed
5425,2,60,4,4,18,82,100.0,Placed
5426,6,79,9,1,19,77,100.0,Placed
5427,11,67,5,5,19,36,100.0,Placed
5428,11,66,8,3,19,62,100.0,Placed
5429,1,41,4,9,1,89,55.83,Not Placed
5430,3,72,7,4,5,68,100.0,Placed
5431,2,55,9,10,16,48,71.78,Placed
5432,3,78,7,2,11,43,89.16,Placed
5433,5,61,7,4,4,57,77.5,Placed
5434,11,95,5,3,1,78,100.0,Placed
5435,10,82,4,3,8,69,100.0,Placed
5436,6,86,4,5,1,56,68.11,Not Placed
5437,9,52,7,1,19,39,100.0,Placed
5438,11,95,9,5,13,94,100.0,Placed
5439,10,41,6,8,14,75,85.67,Placed
5440,4,53,7,10,1,63,61.67,Not Placed
5441,7,95,5,9,17,69,100.0,Placed
5442,6,77,7,1,11,84,100.0,Placed
5443,2,80,9,2,6,68,67.12,Not Placed
5444,10,67,9,2,15,38,100.0,Placed
5445,11,46,7,6,18,79,96.27,Placed
5446,11,57,4,1,2,83,100.0,Placed
5447,11,95,7,11,14,43,100.0,Placed
5448,8,80,8,1,14,85,100.0,Placed
5449,7,94,8,2,6,48,100.0,Placed
5450,7,75,6,4,7,79,88.02,Placed
5451,8,80,5,2,6,39,100.0,Placed
5452,11,75,5,4,2,84,99.32,Placed
5453,1,83,4,3,18,90,100.0,Placed
5454,1,43,5,3,18,81,100.0,Placed
5455,8,96,6,9,17,61,100.0,Placed
5456,4,69,8,8,6,45,62.9,Not Placed
5457,5,63,4,10,18,64,95.44,Placed
5458,8,59,9,9,4,85,91.17,Placed
5459,5,85,8,1,12,71,98.07,Placed
5460,10,95,6,5,1,73,100.0,Placed
5461,4,70,4,4,17,68,100.0,Placed
5462,6,63,7,11,3,85,81.9,Placed
5463,5,46,5,9,3,58,61.36,Not Placed
5464,7,65,6,3,7,50,88.07,Placed
5465,10,52,4,5,10,92,100.0,Placed
5466,7,93,8,8,0,64,85.13,Placed
5467,4,47,4,10,8,58,47.74,Not Placed
5468,5,94,7,5,5,37,71.19,Placed
5469,3,44,6,9,3,63,56.02,Not Placed
5470,4,83,4,2,5,76,100.0,Placed
5471,4,52,9,6,12,46,67.36,Not Placed
5472,3,68,6,5,8,89,81.05,Placed
5473,10,59,6,9,13,61,89.86,Placed
5474,5,53,8,7,11,63,64.42,Not Placed
5475,5,71,5,8,3,36,74.45,Placed
5476,11,99,9,7,7,91,100.0,Placed
5477,7,89,7,10,16,95,100.0,Placed
5478,4,66,4,10,4,63,44.18,Not Placed
5479,4,95,5,5,2,74,87.42,Placed
5480,9,64,8,11,3,91,100.0,Placed
5481,6,91,5,5,7,43,92.59,Placed
5482,4,43,6,11,15,89,91.45,Placed
5483,2,60,6,4,10,86,74.91,Placed
5484,6,57,7,2,1,78,99.98,Placed
5485,2,78,9,9,7,62,67.46,Not Placed
5486,5,54,4,10,6,71,74.64,Placed
5487,6,92,4,10,0,57,60.01,Not Placed
5488,4,77,8,10,1,47,62.44,Not Placed
5489,3,87,7,10,12,39,83.47,Placed
5490,7,91,4,3,10,66,100.0,Placed
5491,2,63,9,11,2,62,59.67,Not Placed
5492,11,47,6,11,1,92,100.0,Placed
5493,6,67,7,3,15,49,94.5,Placed
5494,4,60,5,3,0,58,75.06,Placed
5495,6,55,7,8,6,66,74.67,Placed
5496,4,99,7,6,2,55,65.05,Not Placed
5497,4,93,9,1,15,39,96.81,Placed
5498,4,55,9,3,5,71,65.99,Not Placed
5499,9,74,4,4,13,70,100.0,Placed
5500,7,56,8,2,10,93,100.0,Placed
5501,3,48,8,6,20,62,96.17,Placed
5502,3,96,9,10,18,66,100.0,Placed
5503,6,74,4,1,0,93,87.22,Placed
5504,6,91,4,1,20,94,100.0,Placed
5505,4,68,4,8,12,57,86.9,Placed
5506,9,78,9,4,19,50,100.0,Placed
5507,4,57,8,1,8,84,100.0,Placed
5508,9,51,4,7,10,44,60.92,Not Placed
5509,4,58,9,9,0,63,76.5,Placed
5510,2,87,5,10,12,86,91.47,Placed
5511,2,61,5,7,19,61,100.0,Placed
5512,5,98,6,1,0,69,82.54,Placed
5513,4,95,5,1,2,76,83.68,Placed
5514,7,88,7,1,19,79,100.0,Placed
5515,11,91,6,8,16,58,96.73,Placed
5516,5,54,5,7,4,57,39.22,Not Placed
5517,6,40,7,3,5,37,71.83,Placed
5518,10,41,5,3,16,70,99.11,Placed
5519,4,47,9,3,9,79,76.22,Placed
5520,2,61,7,2,10,48,77.52,Placed
5521,10,64,4,4,12,38,79.72,Placed
5522,9,41,9,7,9,78,100.0,Placed
5523,10,90,7,9,13,82,100.0,Placed
5524,7,48,9,3,12,76,96.12,Placed
5525,4,48,4,10,3,89,70.1,Placed
5526,3,52,7,7,19,66,75.73,Placed
5527,10,45,7,4,16,90,100.0,Placed
5528,3,69,9,1,17,54,95.55,Placed
5529,9,54,5,5,10,90,100.0,Placed
5530,5,90,7,8,9,51,91.63,Placed
5531,3,92,5,3,20,63,100.0,Placed
5532,5,54,7,10,17,91,94.86,Placed
5533,2,89,8,4,18,73,100.0,Placed
5534,11,46,6,3,8,66,100.0,Placed
5535,4,97,5,10,4,38,78.97,Placed
5536,10,50,5,8,0,58,73.91,Placed
5537,2,79,4,10,4,78,72.42,Placed
5538,2,77,8,8,2,76,76.61,Placed
5539,8,79,4,4,0,36,77.57,Placed
5540,1,41,8,11,18,48,43.18,Not Placed
5541,7,90,8,2,5,74,100.0,Placed
5542,5,87,9,3,9,76,100.0,Placed
5543,11,78,9,3,4,72,100.0,Placed
5544,8,49,9,4,11,89,100.0,Placed
5545,1,83,7,11,11,89,98.28,Placed
5546,11,56,4,2,16,68,100.0,Placed
5547,7,46,6,2,1,80,89.76,Placed
5548,5,93,8,3,20,77,100.0,Placed
5549,4,79,8,1,13,36,85.26,Placed
5550,7,78,5,8,11,70,96.98,Placed
5551,10,43,7,6,12,40,84.89,Placed
5552,2,74,6,3,4,70,66.0,Not Placed
5553,1,90,9,1,4,56,81.56,Placed
5554,1,86,8,3,16,39,92.26,Placed
5555,11,75,5,1,4,72,95.53,Placed
5556,1,70,4,3,18,75,100.0,Placed
5557,5,64,8,4,3,88,81.45,Placed
5558,10,80,5,6,6,56,87.85,Placed
5559,7,52,4,7,16,82,100.0,Placed
5560,2,57,7,7,10,45,70.59,Placed
5561,10,60,9,9,5,77,100.0,Placed
5562,8,87,4,8,12,90,100.0,Placed
5563,4,40,8,4,11,65,86.22,Placed
5564,3,75,6,6,4,87,100.0,Placed
5565,10,89,4,11,9,87,100.0,Placed
5566,11,47,6,1,10,76,100.0,Placed
5567,8,91,6,8,8,63,91.16,Placed
5568,2,87,4,6,12,93,79.65,Placed
5569,11,60,7,2,2,67,100.0,Placed
5570,11,82,4,8,16,56,100.0,Placed
5571,3,91,5,4,17,83,100.0,Placed
5572,3,92,9,9,4,61,76.48,Placed
5573,10,92,6,4,15,42,100.0,Placed
5574,11,60,9,1,15,92,100.0,Placed
5575,1,66,8,7,10,82,80.95,Placed
5576,6,58,6,10,3,91,83.26,Placed
5577,2,62,8,5,8,40,79.12,Placed
5578,1,90,5,10,14,80,89.36,Placed
5579,2,89,5,11,11,59,74.26,Placed
5580,6,90,9,5,15,68,100.0,Placed
5581,4,82,5,4,3,43,58.87,Not Placed
5582,6,74,4,6,2,70,77.87,Placed
5583,9,79,6,1,20,65,100.0,Placed
5584,10,91,8,3,3,53,100.0,Placed
5585,10,90,9,11,1,83,95.93,Placed
5586,8,81,9,7,18,35,100.0,Placed
5587,1,87,5,11,6,58,56.37,Not Placed
5588,8,44,5,8,1,68,84.66,Placed
5589,9,91,8,9,0,51,85.78,Placed
5590,6,80,6,1,17,68,100.0,Placed
5591,10,47,6,4,7,69,100.0,Placed
5592,5,50,9,2,7,70,90.23,Placed
5593,6,55,8,2,9,47,83.81,Placed
5594,6,78,9,1,17,93,100.0,Placed
5595,9,86,7,5,10,59,100.0,Placed
5596,4,63,6,2,0,89,100.0,Placed
5597,2,100,8,4,6,46,82.09,Placed
5598,11,60,8,9,7,55,100.0,Placed
5599,11,91,9,11,13,71,100.0,Placed
5600,9,62,5,3,18,80,100.0,Placed
5601,2,88,8,8,7,72,75.91,Placed
5602,10,77,9,10,18,35,100.0,Placed
5603,9,86,4,6,3,82,95.67,Placed
5604,2,47,5,10,9,40,56.2,Not Placed
5605,8,46,5,5,9,79,90.58,Placed
5606,9,41,6,2,3,79,100.0,Placed
5607,10,69,7,11,7,45,100.0,Placed
5608,9,52,6,3,6,50,71.7,Placed
5609,10,62,4,8,14,56,100.0,Placed
5610,9,68,9,9,7,80,95.01,Placed
5611,2,77,5,11,9,45,56.78,Not Placed
5612,4,100,5,11,6,71,81.7,Placed
5613,7,76,8,7,18,60,88.56,Placed
5614,2,59,7,1,2,91,71.04,Placed
5615,1,72,7,6,8,60,70.1,Placed
5616,3,68,8,7,15,76,80.69,Placed
5617,4,89,4,6,13,55,72.36,Placed
5618,8,54,7,10,6,91,100.0,Placed
5619,6,62,5,11,11,60,81.23,Placed
5620,11,81,4,2,0,49,100.0,Placed
5621,2,42,6,9,15,73,92.79,Placed
5622,9,76,6,3,2,69,100.0,Placed
5623,2,95,4,6,0,45,50.3,Not Placed
5624,5,68,5,6,5,43,61.96,Not Placed
5625,4,84,6,8,1,76,80.86,Placed
5626,7,47,9,4,6,57,94.06,Placed
5627,8,61,5,6,7,38,81.45,Placed
5628,5,92,8,1,12,64,100.0,Placed
5629,10,68,7,9,15,62,100.0,Placed
5630,5,41,4,9,20,59,83.24,Placed
5631,2,80,7,7,9,56,69.29,Not Placed
5632,8,88,8,11,3,59,80.64,Placed
5633,2,98,6,1,20,86,100.0,Placed
5634,10,89,9,3,12,60,100.0,Placed
5635,6,84,5,5,16,84,100.0,Placed
5636,8,40,5,4,7,63,85.25,Placed
5637,6,83,8,5,7,80,97.2,Placed
5638,4,59,4,7,6,75,69.71,Not Placed
5639,4,91,7,9,0,66,54.75,Not Placed
5640,6,60,9,1,14,60,98.49,Placed
5641,4,76,6,5,14,62,98.2,Placed
5642,8,47,4,3,18,54,87.55,Placed
5643,9,66,9,3,3,82,91.86,Placed
5644,1,86,9,11,5,93,67.03,Not Placed
5645,4,98,8,2,9,36,81.97,Placed
5646,4,74,8,6,11,57,85.67,Placed
5647,2,45,5,6,3,73,60.32,Not Placed
5648,6,99,6,3,5,39,92.25,Placed
5649,3,84,4,1,13,55,83.06,Placed
5650,7,83,5,7,12,90,100.0,Placed
5651,11,58,6,2,20,56,100.0,Placed
5652,11,100,7,8,2,83,100.0,Placed
5653,5,57,7,3,20,45,99.09,Placed
5654,4,95,5,1,14,64,79.83,Placed
5655,5,40,4,10,2,62,56.88,Not Placed
5656,8,64,6,9,4,70,100.0,Placed
5657,3,66,7,5,12,51,98.7,Placed
5658,7,46,7,1,14,55,97.42,Placed
5659,6,83,4,10,16,71,100.0,Placed
5660,1,81,5,11,5,70,49.49,Not Placed
5661,7,68,8,6,17,59,93.52,Placed
5662,7,70,9,10,2,58,79.31,Placed
5663,1,83,6,3,8,64,70.02,Placed
5664,9,82,7,11,7,76,100.0,Placed
5665,6,75,9,4,19,69,100.0,Placed
5666,2,58,9,8,10,55,76.72,Placed
5667,5,45,8,5,10,40,84.7,Placed
5668,11,64,9,6,7,55,100.0,Placed
5669,4,70,4,10,0,42,61.08,Not Placed
5670,7,48,5,4,1,39,74.99,Placed
5671,8,59,6,6,19,74,100.0,Placed
5672,11,49,4,3,3,44,64.73,Not Placed
5673,11,76,5,10,1,65,80.09,Placed
5674,1,66,4,1,1,92,74.79,Placed
5675,5,52,7,6,12,64,87.67,Placed
5676,3,80,7,1,20,85,100.0,Placed
5677,1,41,8,10,19,55,55.04,Not Placed
5678,3,89,4,3,5,70,87.52,Placed
5679,6,60,9,8,3,95,92.73,Placed
5680,7,72,7,7,14,61,92.55,Placed
5681,8,63,5,8,2,72,100.0,Placed
5682,11,92,8,10,3,69,96.76,Placed
5683,4,83,9,10,16,94,100.0,Placed
5684,3,81,6,2,5,66,92.29,Placed
5685,5,73,4,10,1,60,55.04,Not Placed
5686,9,99,7,7,19,38,96.65,Placed
5687,6,48,9,4,12,61,100.0,Placed
5688,9,41,5,1,14,70,100.0,Placed
5689,6,94,4,11,4,71,76.34,Placed
5690,2,95,5,3,18,61,78.53,Placed
5691,5,69,8,5,5,81,93.07,Placed
